,capacity_ratio,antisolv_ratio,add_antisolv_mole,capacity_mole,precip_mole
72,0.984826046614911,2.571428571428571,1.9645307403405277,0.7523915165133991,-0.5163756933124932
73,1.0224485908699235,2.7037037037037033,2.0655868483827358,0.7811345450151522,-0.5451187218142464
74,1.0629611460129151,2.846153846153846,2.1744165031974214,0.8120854961060987,-0.5760696729051928
75,1.1067058591900356,3.0,2.2919525303972823,0.8455057647920335,-0.6094899415911277
76,1.1540818791660716,3.166666666666667,2.419283226530465,0.8817002944134429,-0.645684471212537
77,1.2055577487293507,3.3478260869565224,2.557686157110011,0.9210270442467622,-0.6850112210458563
78,1.261687176603874,3.5454545454545463,2.708671172287698,0.9639090389956839,-0.7278932157947781
79,1.323129315366969,3.761904761904763,2.874035712720403,1.0108498607993828,-0.7748340375984769
80,1.390675122469809,4.000000000000001,3.0559367071963774,1.0624537886350764,-0.8264379654341706
81,1.4652820454997735,4.263157894736843,3.2569851747750866,1.1194522973096372,-0.8834364741087314
82,1.5481202688847175,4.555555555555558,3.4803723609736528,1.1827393892098832,-0.9467235660089773
83,1.6406352826279493,4.882352941176473,3.7300403926073438,1.253419395826063,-1.0174035726251573
84,1.744633913956374,5.249999999999999,4.010916928195243,1.332872704569742,-1.0968568813688362
85,1.8624047712350307,5.666666666666665,4.329243668528199,1.4228477760187002,-1.1868319528177944
86,1.9968903062734487,6.142857142857142,4.693045657480149,1.5255925967964117,-1.289576773595506
87,2.1519382895338883,6.692307692307692,5.112817183193937,1.6440468026519983,-1.4080309794510926
88,2.332679022423415,7.333333333333334,5.6025506298600245,1.7821298626826683,-1.5461140394817625
89,2.5461083011652095,8.090909090909092,6.18132652137449,1.9451864545070425,-1.7091706313061368
90,2.802020158338725,9.000000000000002,6.875857591191848,2.1406990640428782,-1.9046832408419725
91,3.114561431367201,10.111111111111116,7.7247288987464,2.3794756512332795,-2.143459828032374
92,3.504952256507233,11.500000000000007,8.785818033189589,2.677728064407806,-2.4417122412069
93,4.0065384138106515,13.285714285714295,10.1500754917594,3.0609319518890787,-2.824916128688173
94,4.674896015819201,15.66666666666668,11.969085436519151,3.571546584266997,-3.3355307610660914
95,5.610061821162667,19.000000000000025,14.515699359182808,4.285998462232987,-4.049982639032081
96,7.012109016564224,23.99999999999998,18.335620243178244,5.357140334645324,-5.121124511444418
97,9.347874560089585,32.3333333333333,24.70215504983735,7.141628250611236,-6.90561242741033
98,14.017868549799614,48.99999999999996,37.43522466315558,10.70942976449657,-10.473413941295663
99,28.024639795206248,98.99999999999991,75.63443350311026,21.410381364031778,-21.174365540830873
100,,,,,
