,capacity_ratio,antisolv_ratio,add_antisolv_mole,capacity_mole,precip_mole,solute mol fraction,solvent mol fraction,antisolvent mol fraction
0,,,,,,0.2360545748279251,0.7639454251720749,0.0
1,0.31278024747117417,0.01010101010101011,0.007716620456283592,0.23894703913979295,-0.0028924643118678484,0.23643864154913163,0.7559257448663597,0.00763561358450869
2,0.316652613291144,0.02040816326530614,0.01559072296269542,0.24190531529255163,-0.005850740464626525,0.2368273894823771,0.7479091583072703,0.01526345221035247
3,0.3206145989736317,0.030927835051546417,0.02362717809810543,0.24493205612928534,-0.008877481301360235,0.23722125987474466,0.7398953779214977,0.02288336220375768
4,0.32466741045669306,0.041666666666666706,0.03183105938216982,0.24802818292085493,-0.011973608092929827,0.23761934646337626,0.7318854273951588,0.03049522614146498
5,0.3288147497235845,0.052631578947368474,0.04020765395642503,0.2511965237804331,-0.015141948952508005,0.23802209532087076,0.7238790094451728,0.0380988952339565
6,0.3330596446364029,0.06382978723404262,0.048762473947153766,0.254439391829417,-0.018384817001491888,0.23842949702213262,0.7158762727991953,0.045694230178672086
7,0.3374052508107368,0.07526881720430113,0.05750126856133901,0.2577591977858989,-0.02170462295797379,0.23884154062856708,0.7078773672154326,0.05328109215600035
8,0.341854858463514,0.08695652173913039,0.06643003697148474,0.2611584551960487,-0.025103880368123582,0.2392582136454076,0.6998824434462251,0.060859342908367364
9,0.3464118997105071,0.09890109890109886,0.0755550420499854,0.2646397860090095,-0.028585211181084397,0.23967950197865562,0.6918916531994234,0.06842884482192096
10,0.35107995634852773,0.11111111111111109,0.08488282501911941,0.2682059265220695,-0.032151351694144376,0.24010538989167957,0.6839051490974883,0.07598946101083202
11,0.3558627681604309,0.1235955056179775,0.09442022108868339,0.27185973372523187,-0.03580515889730676,0.24053585996148996,0.675923084634274,0.08354105540423609
12,0.360764241784608,0.13636363636363635,0.10417437615982839,0.2756041920770236,-0.03954961724909847,0.24097089303475344,0.667945614129417,0.09108349283582959
13,0.3657884601943171,0.14942528735632182,0.11415276468088474,0.27944242074618614,-0.04338784591826103,0.24141046818352757,0.659972892680331,0.09861663913614141
14,0.3709396928366802,0.16279069767441862,0.12436320874894242,0.2833776813573165,-0.047323106529391396,0.24185456266082633,0.6520050761116893,0.10614036122748431
15,0.3762224064855761,0.17647058823529416,0.13481389855977793,0.2874133862818846,-0.05135881145395951,0.2423031518559856,0.6440423209224122,0.11365452722160217
16,0.38164127686806926,0.19047619047619052,0.1455134143184905,0.2915531075201907,-0.055498532692265595,0.2427562092499148,0.6360847842300715,0.12115900652001366
17,0.3872012011296129,0.2048192771084338,0.1564707497340395,0.2958005862241002,-0.05974601139617511,0.24321370637024978,0.6281326237126926,0.12865366991705757
18,0.39290731120975025,0.2195121951219511,0.1676953372328944,0.3001597429153494,-0.06410516808742431,0.2436756127464776,0.6201859975478884,0.13613838970563397
19,0.3987649882069815,0.2345679012345678,0.17919707504036317,0.3046346884595199,-0.0685801136315948,0.24414189586503868,0.6122450643493187,0.1436130397856426
20,0.4047798778195207,0.24999999999999992,0.19098635629301866,0.30922973586193425,-0.07317516103400915,0.2446125211244974,0.6043099831004022,0.1510774957751005
21,0.4109579069572537,0.26582278481012656,0.20307410036219709,0.31394941295828516,-0.07789483813036005,0.2450874517907831,0.5963809130852814,0.15853163512393553
22,0.41730530163018337,0.282051282051282,0.21547178658699542,0.3187984760804314,-0.08274390125250627,0.24556664895259253,0.5884580138169778,0.16597533723042962
23,0.4238286062294146,0.2987012987012987,0.22819149063581456,0.323781924786018,-0.08772734995809292,0.24605007147696664,0.5805414449627356,0.17340848356029764
24,0.4305347043290952,0.3157894736842105,0.24124592373854994,0.3289050177500242,-0.09285044292209907,0.2465376759651179,0.5726313662665105,0.18083095776837171
25,0.43743084115132785,0.33333333333333337,0.2546484750573583,0.3341732899267295,-0.0981187150988044,0.24702941670854148,0.5647279374685938,0.18824264582286462
26,0.44452464785149587,0.35135135135135137,0.2684132574928912,0.3395925711023779,-0.10353799627445279,0.247525245645474,0.5568313182223492,0.19564343613217677
27,0.45182416779866125,0.36986301369863017,0.28255515725542496,0.34516900597196715,-0.10911443114404204,0.24802511231774457,0.5489416680080464,0.20303321967420898
28,0.45933679415425444,0.38888888888888895,0.29708988756691806,0.35090824250734975,-0.11485366767942465,0.24852852028219116,0.5410594653968224,0.2104120143209865
29,0.4670736267505081,0.4084507042253521,0.31203404690127,0.35681876037457994,-0.12076418554665483,0.24903629296426325,0.5331842319953731,0.21777947504036368
30,0.4750430695705819,0.42857142857142866,0.3274051822166036,0.36290697975814573,-0.12685240493022062,0.2495479363254689,0.5253164445721717,0.22513561910235935
31,0.4832551245260229,0.4492753623188407,0.3432218576860047,0.36918054157261654,-0.13312596674469143,0.25006338984851256,0.5174562610045264,0.23248034914696117
32,0.4917203746583145,0.4705882352941178,0.35950372949274123,0.375647530684118,-0.13959295585619289,0.25058259040622266,0.5096038385237686,0.2398135710700088
33,0.5004500273346412,0.49253731343283597,0.3762716273235594,0.38231650890953894,-0.14626193408161384,0.2511054722213757,0.5017593336116782,0.24713519416694607
34,0.5094559613702996,0.5151515151515154,0.393547643270463,0.3891965510154817,-0.15314197618755657,0.2516319668272302,0.493922901894028,0.2544451312787418
35,0.5187507785007319,0.5384615384615387,0.4113552289388097,0.39629728404008646,-0.16024270921216135,0.2521620030288035,0.4860946980312777,0.2617432989399189
36,0.5283478596790966,0.5625,0.4297193016592921,0.4036289303013032,-0.1675743554733781,0.2526955068649459,0.4782748756064346,0.2690296175286195
